utc_timestamp2017,wind_generation_actual2017,wind_capacity2017,temperature2017
2017-04-18 00:00:00+00:00,288261,38451.667,3.071
2017-04-19 00:00:00+00:00,164624,38461.333,1.878
2017-04-20 00:00:00+00:00,122121,38489,3.776
2017-04-21 00:00:00+00:00,447725,38511.417,7.29
2017-04-22 00:00:00+00:00,545894,38516,6.577
2017-04-23 00:00:00+00:00,393912,38516.75,4.993
2017-04-24 00:00:00+00:00,325096,38527.833,7.62
2017-04-25 00:00:00+00:00,241646,38560.417,6.295
2017-04-26 00:00:00+00:00,54224,38580.167,4.605
2017-04-27 00:00:00+00:00,119393,38631.833,4.867
2017-04-28 00:00:00+00:00,92231,38697.5,5.609
2017-04-29 00:00:00+00:00,109135,38715.083,6.497
2017-04-30 00:00:00+00:00,435488,38727.25,8.826
2017-05-01 00:00:00+00:00,440711,38730,8.326
2017-05-02 00:00:00+00:00,403337,38730.5,8.106
2017-05-03 00:00:00+00:00,312197,38737.417,9.628
2017-05-04 00:00:00+00:00,367414,38754.417,8.852
2017-05-05 00:00:00+00:00,147426,38770.5,9.058
2017-05-06 00:00:00+00:00,104874,38776.5,11.69
2017-05-07 00:00:00+00:00,102374,38782.25,11.844
2017-05-08 00:00:00+00:00,267935,38786,8.347
2017-05-09 00:00:00+00:00,77053,38797.75,7.125
2017-05-10 00:00:00+00:00,107245,38807.5,9.171
2017-05-11 00:00:00+00:00,199238,38827.5,13.241
2017-05-12 00:00:00+00:00,192297,38866,14.382
2017-05-13 00:00:00+00:00,77733,38866.5,14.918
2017-05-14 00:00:00+00:00,87588,38873.083,14.542
2017-05-15 00:00:00+00:00,71277,38886.417,14.466
2017-05-16 00:00:00+00:00,124899,38905.417,16.43
2017-05-17 00:00:00+00:00,187555,38945.75,18.653
2017-05-18 00:00:00+00:00,189878,38979.5,17.861
2017-05-19 00:00:00+00:00,215484,39019.083,14.728
2017-05-20 00:00:00+00:00,153794,39031.5,12.458
2017-05-21 00:00:00+00:00,72354,39038.667,14.065
2017-05-22 00:00:00+00:00,67127,39060.667,15.918
2017-05-23 00:00:00+00:00,237765,39103.333,16.941
2017-05-24 00:00:00+00:00,256284,39130,14.158
2017-05-25 00:00:00+00:00,150752,39143.083,15.039
2017-05-26 00:00:00+00:00,88714,39167,17.108
2017-05-27 00:00:00+00:00,209170,39178,19.467
2017-05-28 00:00:00+00:00,161906,39180.75,20.72
2017-05-29 00:00:00+00:00,55639,39214.667,22.122
2017-05-30 00:00:00+00:00,212498,39264.833,20.162
2017-05-31 00:00:00+00:00,304099,39373.5,17.253
2017-06-01 00:00:00+00:00,88552,39379.75,17.031
2017-06-02 00:00:00+00:00,50812,39388,19.422
2017-06-03 00:00:00+00:00,97750,39388,19.143
2017-06-04 00:00:00+00:00,231529,39388.5,15.787
2017-06-05 00:00:00+00:00,121557,39394.25,15.428
2017-06-06 00:00:00+00:00,452614,39397,14.83
2017-06-07 00:00:00+00:00,669215,39397.25,12.481
2017-06-08 00:00:00+00:00,282754,39400.833,15.527
2017-06-09 00:00:00+00:00,236119,39410.75,16.604
2017-06-10 00:00:00+00:00,89475,39419,17.043
2017-06-11 00:00:00+00:00,196269,39419.167,20.641
2017-06-12 00:00:00+00:00,508763,39422,17.798
2017-06-13 00:00:00+00:00,306512,39433.167,16.21
2017-06-14 00:00:00+00:00,67956,39436,17.502
2017-06-15 00:00:00+00:00,149845,39447.75,20.498
2017-06-16 00:00:00+00:00,481136,39456.25,16.912
2017-06-17 00:00:00+00:00,252583,39459,16.168
2017-06-18 00:00:00+00:00,45996,39459.167,19.327
2017-06-19 00:00:00+00:00,31185,39461.75,22.524
2017-06-20 00:00:00+00:00,148476,39470.583,22.865
2017-06-21 00:00:00+00:00,53052,39480,21.218
2017-06-22 00:00:00+00:00,272140,39514.333,23.085
2017-06-23 00:00:00+00:00,427695,39529,20.286
2017-06-24 00:00:00+00:00,378219,39529,18.963
2017-06-25 00:00:00+00:00,346376,39531.083,18.554
2017-06-26 00:00:00+00:00,216416,39556.167,18.932
2017-06-27 00:00:00+00:00,97722,39583.333,18.504
2017-06-28 00:00:00+00:00,254199,39626.333,19.135
2017-06-29 00:00:00+00:00,193696,39704.833,17.055
2017-06-30 00:00:00+00:00,379305,39802.5,16.29
2017-07-01 00:00:00+00:00,326424,39808,15.763
2017-07-02 00:00:00+00:00,312885,39808,15.735
2017-07-03 00:00:00+00:00,274606,39808,16.783
2017-07-04 00:00:00+00:00,172133,39808.583,18.089
2017-07-05 00:00:00+00:00,33865,39815,19.81
2017-07-06 00:00:00+00:00,51187,39815.5,22.014
2017-07-07 00:00:00+00:00,123188,39821,22.004
2017-07-08 00:00:00+00:00,132110,39821,21.413
2017-07-09 00:00:00+00:00,49087,39821.833,20.576
2017-07-10 00:00:00+00:00,85881,39832.333,19.569
2017-07-11 00:00:00+00:00,172820,39848.75,18.114
2017-07-12 00:00:00+00:00,353671,39869.333,16.563
2017-07-13 00:00:00+00:00,183808,39885.917,15.457
2017-07-14 00:00:00+00:00,85725,39907.25,16.341
2017-07-15 00:00:00+00:00,81751,39910.75,15.895
2017-07-16 00:00:00+00:00,160913,39919.25,18.222
2017-07-17 00:00:00+00:00,98540,39922.75,19.098
2017-07-18 00:00:00+00:00,79390,39932,20.387
2017-07-19 00:00:00+00:00,234005,39945.75,23.002
2017-07-20 00:00:00+00:00,163699,39978.333,20.501
2017-07-21 00:00:00+00:00,110595,40004.25,20.195
2017-07-22 00:00:00+00:00,166011,40007,20.883
2017-07-23 00:00:00+00:00,207803,40008.167,18.125
2017-07-24 00:00:00+00:00,85818,40023.083,15.713
2017-07-25 00:00:00+00:00,289621,40049.25,14.616
2017-07-26 00:00:00+00:00,248694,40089.333,16.076
2017-07-27 00:00:00+00:00,176047,40143.333,17.181
2017-07-28 00:00:00+00:00,287307,40213.917,17.072
2017-07-29 00:00:00+00:00,293624,40225.167,19.722
2017-07-30 00:00:00+00:00,327095,40242.167,21.611
2017-07-31 00:00:00+00:00,125194,40288.833,20.973
2017-08-01 00:00:00+00:00,100078,40298,21.36
2017-08-02 00:00:00+00:00,103491,40298.417,20.93
2017-08-03 00:00:00+00:00,402364,40303,21.525
2017-08-04 00:00:00+00:00,455380,40303,19.737
2017-08-05 00:00:00+00:00,232880,40303,18.367
2017-08-06 00:00:00+00:00,168418,40303,16.519
2017-08-07 00:00:00+00:00,123846,40304,17.998
2017-08-08 00:00:00+00:00,247468,40315.833,18.359
2017-08-09 00:00:00+00:00,208820,40326.333,18.011
2017-08-10 00:00:00+00:00,100274,40341.333,16.289
2017-08-11 00:00:00+00:00,108575,40346.333,14.753
2017-08-12 00:00:00+00:00,305906,40361,15.342
2017-08-13 00:00:00+00:00,101263,40361.25,16.609
2017-08-14 00:00:00+00:00,136418,40365.083,18.427
2017-08-15 00:00:00+00:00,182062,40378.25,20.711
2017-08-16 00:00:00+00:00,68591,40393.833,19.274
2017-08-17 00:00:00+00:00,207759,40415.167,19.839
2017-08-18 00:00:00+00:00,190790,40428.583,19.022
2017-08-19 00:00:00+00:00,362034,40435,15.404
2017-08-20 00:00:00+00:00,314055,40435.5,14.424
2017-08-21 00:00:00+00:00,211871,40441.917,15.157
2017-08-22 00:00:00+00:00,87145,40453.583,15.645
2017-08-23 00:00:00+00:00,83430,40473.583,17.579
2017-08-24 00:00:00+00:00,188631,40503.167,18.356
2017-08-25 00:00:00+00:00,84579,40516.333,19.113
2017-08-26 00:00:00+00:00,51278,40520.5,20.14
2017-08-27 00:00:00+00:00,130054,40526.5,18.854
2017-08-28 00:00:00+00:00,45221,40534.167,18.938
2017-08-29 00:00:00+00:00,98155,40561.917,20.751
2017-08-30 00:00:00+00:00,190434,40608.417,21.566
2017-08-31 00:00:00+00:00,208496,40647.167,17.007
2017-09-01 00:00:00+00:00,34230,40660.417,14.006
2017-09-02 00:00:00+00:00,37368,40665.833,12.999
2017-09-03 00:00:00+00:00,26176,40676.083,13.438
2017-09-04 00:00:00+00:00,81042,40689.75,14.697
2017-09-05 00:00:00+00:00,107605,40710.417,17.145
2017-09-06 00:00:00+00:00,409909,40726.917,16.057
2017-09-07 00:00:00+00:00,328329,40739.667,13.986
2017-09-08 00:00:00+00:00,516672,40769.167,13.931
2017-09-09 00:00:00+00:00,276055,40771,13.844
2017-09-10 00:00:00+00:00,307770,40771.917,13.336
2017-09-11 00:00:00+00:00,576260,40782.917,13.438
2017-09-12 00:00:00+00:00,460805,40793.917,12.688
2017-09-13 00:00:00+00:00,761748,40805,13.654
2017-09-14 00:00:00+00:00,633356,40819.833,11.868
2017-09-15 00:00:00+00:00,316345,40862.833,11.349
2017-09-16 00:00:00+00:00,68909,40872.25,10.454
2017-09-17 00:00:00+00:00,25429,40875.5,10.61
2017-09-18 00:00:00+00:00,55374,40884.167,10.298
2017-09-19 00:00:00+00:00,86278,40922.667,10.474
2017-09-20 00:00:00+00:00,137562,40964.5,10.905
2017-09-21 00:00:00+00:00,45207,40983,12.086
2017-09-22 00:00:00+00:00,16482,41006.083,13.05
2017-09-23 00:00:00+00:00,28876,41018.5,13.081
2017-09-24 00:00:00+00:00,53473,41028.583,13.065
2017-09-25 00:00:00+00:00,104589,41082.417,12.732
2017-09-26 00:00:00+00:00,139097,41124.167,13.02
2017-09-27 00:00:00+00:00,144546,41178.583,13.839
2017-09-28 00:00:00+00:00,132504,41283.917,14.763
2017-09-29 00:00:00+00:00,177384,41407.583,15.96
2017-09-30 00:00:00+00:00,198304,41447,14.196
2017-10-01 00:00:00+00:00,218240,41447.25,11.631
2017-10-02 00:00:00+00:00,574756,41450,12.96
2017-10-03 00:00:00+00:00,459133,41450,11.662
2017-10-04 00:00:00+00:00,642752,41450,10.588
2017-10-05 00:00:00+00:00,742247,41450.5,10.756
2017-10-06 00:00:00+00:00,580860,41456,9.048
2017-10-07 00:00:00+00:00,646636,41456,9.424
2017-10-08 00:00:00+00:00,302850,41456.25,9.961
2017-10-09 00:00:00+00:00,164782,41459,9.161
2017-10-10 00:00:00+00:00,331486,41459.417,11.132
2017-10-11 00:00:00+00:00,521617,41464.25,12.777
2017-10-12 00:00:00+00:00,616932,41467.583,12.106
2017-10-13 00:00:00+00:00,297711,41474.25,12.648
2017-10-14 00:00:00+00:00,293480,41477,14.315
2017-10-15 00:00:00+00:00,224279,41477.25,13.941
2017-10-16 00:00:00+00:00,251438,41480.583,14.808
2017-10-17 00:00:00+00:00,260015,41487.417,14.253
2017-10-18 00:00:00+00:00,64254,41492.667,12.798
2017-10-19 00:00:00+00:00,160673,41501.417,12.784
2017-10-20 00:00:00+00:00,351582,41517.25,12.363
2017-10-21 00:00:00+00:00,285417,41520,11.676
2017-10-22 00:00:00+00:00,424765,41520,8.834
2017-10-23 00:00:00+00:00,258994,41520.417,8.526
2017-10-24 00:00:00+00:00,290403,41525.333,10.969
2017-10-25 00:00:00+00:00,454958,41530.833,12.635
2017-10-26 00:00:00+00:00,327707,41551.917,11.602
2017-10-27 00:00:00+00:00,528190,41562.25,9.523
2017-10-28 00:00:00+00:00,819820,41565.25,8.441
2017-10-29 00:00:00+00:00,720109,41568,8.108
2017-10-30 00:00:00+00:00,407048,41568.125,5.063
2017-10-31 00:00:00+00:00,256958,41571,5.615
2017-11-01 00:00:00+00:00,420446,41571.375,7.992
2017-11-02 00:00:00+00:00,336744,41580.708,8.555
2017-11-03 00:00:00+00:00,115926,41597.167,7.538
2017-11-04 00:00:00+00:00,309378,41601.208,8.249
2017-11-05 00:00:00+00:00,259370,41606.333,7.202
2017-11-06 00:00:00+00:00,98415,41614.583,4.497
2017-11-07 00:00:00+00:00,148783,41628.875,4.272
2017-11-08 00:00:00+00:00,62667,41650,5.312
2017-11-09 00:00:00+00:00,210486,41673.708,5.322
2017-11-10 00:00:00+00:00,627817,41690,5.185
2017-11-11 00:00:00+00:00,530921,41690.208,4.522
2017-11-12 00:00:00+00:00,235424,41695.292,3.348
2017-11-13 00:00:00+00:00,205070,41702.25,2.895
2017-11-14 00:00:00+00:00,294483,41709.042,2.71
2017-11-15 00:00:00+00:00,98028,41734.042,3.859
2017-11-16 00:00:00+00:00,179490,41759.583,3.422
2017-11-17 00:00:00+00:00,204464,41796.333,3.228
2017-11-18 00:00:00+00:00,606664,41804,2.638
2017-11-19 00:00:00+00:00,721237,41804.625,3.116
2017-11-20 00:00:00+00:00,380285,41819.417,2.515
2017-11-21 00:00:00+00:00,318593,41830.292,5.692
2017-11-22 00:00:00+00:00,588235,41860.917,6.446
2017-11-23 00:00:00+00:00,730725,41883.292,7.445
2017-11-24 00:00:00+00:00,313086,41913.5,7.122
2017-11-25 00:00:00+00:00,238671,41925.583,3.458
2017-11-26 00:00:00+00:00,599329,41939.792,1.653
2017-11-27 00:00:00+00:00,743280,41959.042,2.517
2017-11-28 00:00:00+00:00,514932,41983.542,2.921
2017-11-29 00:00:00+00:00,99654,41997,0.805
2017-11-30 00:00:00+00:00,66388,42021.667,-0.171
2017-12-01 00:00:00+00:00,52324,42060.75,-0.778
2017-12-02 00:00:00+00:00,126273,42078.208,-1.598
2017-12-03 00:00:00+00:00,387488,42084.292,-1.074
2017-12-04 00:00:00+00:00,479800,42114.708,1.545
2017-12-05 00:00:00+00:00,611486,42132.292,2.761
2017-12-06 00:00:00+00:00,632499,42163,2.68
2017-12-07 00:00:00+00:00,743722,42188.083,1.532
2017-12-08 00:00:00+00:00,652825,42236.125,1.313
2017-12-09 00:00:00+00:00,712318,42239,-0.912
2017-12-10 00:00:00+00:00,622944,42240.583,-0.501
2017-12-11 00:00:00+00:00,415106,42277.875,1.579
2017-12-12 00:00:00+00:00,590097,42299.208,0.438
2017-12-13 00:00:00+00:00,721539,42328.5,0.106
2017-12-14 00:00:00+00:00,666438,42364.125,1.912
2017-12-15 00:00:00+00:00,176421,42390.125,0.834
2017-12-16 00:00:00+00:00,277392,42393.25,0.371
2017-12-17 00:00:00+00:00,250721,42399.333,-0.397
2017-12-18 00:00:00+00:00,134841,42408.292,-0.948
2017-12-19 00:00:00+00:00,99098,42440.792,0.24
2017-12-20 00:00:00+00:00,90882,42507.917,1.634
2017-12-21 00:00:00+00:00,259038,42577.167,3.45
2017-12-22 00:00:00+00:00,228772,42627.417,4.033
2017-12-23 00:00:00+00:00,748074,42637.125,5.266
2017-12-24 00:00:00+00:00,812420,42640,5.674
2017-12-25 00:00:00+00:00,587810,42640.125,3.599
2017-12-26 00:00:00+00:00,717450,42643.917,2.639
2017-12-27 00:00:00+00:00,394505,42668.167,1.951
2017-12-28 00:00:00+00:00,506423,42745,0.806
2017-12-29 00:00:00+00:00,584277,42837.625,-0.335
2017-12-30 00:00:00+00:00,721245,42852.458,3.999
2017-12-31 00:00:00+00:00,721172,42863,7.996
