utc_timestamp2019,wind_generation_actual2019,wind_capacity2019,temperature2019
2017-04-26 00:00:00+00:00,271997,49268.5,11.023
2017-04-27 00:00:00+00:00,264574,49274,9.356
2017-04-28 00:00:00+00:00,111830,49274.333,7.772
2017-04-29 00:00:00+00:00,272055,49278.5,8.433
2017-04-30 00:00:00+00:00,171326,49284.5,10.288
2017-05-01 00:00:00+00:00,293091,49290.833,11.035
2017-05-02 00:00:00+00:00,461567,49300,10.416
2017-05-03 00:00:00+00:00,399749,49300,8.246
2017-05-04 00:00:00+00:00,315492,49300,4.853
2017-05-05 00:00:00+00:00,254683,49300,5.043
2017-05-06 00:00:00+00:00,334601,49300,6.072
2017-05-07 00:00:00+00:00,123719,49300.833,7.707
2017-05-08 00:00:00+00:00,357841,49310,9.41
2017-05-09 00:00:00+00:00,242036,49310.5,10.976
2017-05-10 00:00:00+00:00,210855,49316,10.592
2017-05-11 00:00:00+00:00,283707,49316.5,9.425
2017-05-12 00:00:00+00:00,392396,49322.833,8.226
2017-05-13 00:00:00+00:00,279418,49332.5,8.427
2017-05-14 00:00:00+00:00,247098,49338.25,8.101
2017-05-15 00:00:00+00:00,234941,49341.5,8.306
2017-05-16 00:00:00+00:00,280754,49347,8.764
2017-05-17 00:00:00+00:00,178238,49347,11.81
2017-05-18 00:00:00+00:00,148217,49347,14.411
2017-05-19 00:00:00+00:00,138904,49347.75,15.574
2017-05-20 00:00:00+00:00,205137,49356,14.689
2017-05-21 00:00:00+00:00,390410,49356,13.183
2017-05-22 00:00:00+00:00,388666,49356.333,12.329
2017-05-23 00:00:00+00:00,122623,49360.333,14.113
2017-05-24 00:00:00+00:00,208090,49364,15.654
2017-05-25 00:00:00+00:00,153902,49364,13.854
2017-05-26 00:00:00+00:00,405935,49364,15.169
2017-05-27 00:00:00+00:00,304433,49364,15.265
2017-05-28 00:00:00+00:00,149028,49364,12.219
2017-05-29 00:00:00+00:00,125506,49364,11.631
2017-05-30 00:00:00+00:00,388595,49364.25,14.507
2017-05-31 00:00:00+00:00,179213,49367.25,17.245
2017-06-01 00:00:00+00:00,136516,49370,19.338
2017-06-02 00:00:00+00:00,210616,49370,21.483
2017-06-03 00:00:00+00:00,197486,49370,20.7
2017-06-04 00:00:00+00:00,198393,49370,21.01
2017-06-05 00:00:00+00:00,247345,49370,22.459
2017-06-06 00:00:00+00:00,327275,49370.333,16.073
2017-06-07 00:00:00+00:00,289973,49374,17.085
2017-06-08 00:00:00+00:00,605201,49374,15.245
2017-06-09 00:00:00+00:00,188553,49374,16.826
2017-06-10 00:00:00+00:00,231303,49374,18.108
2017-06-11 00:00:00+00:00,143383,49374.333,18.027
2017-06-12 00:00:00+00:00,204670,49378.25,17.713
2017-06-13 00:00:00+00:00,258648,49381.5,17.458
2017-06-14 00:00:00+00:00,200298,49387,19.883
2017-06-15 00:00:00+00:00,335147,49387,19.694
2017-06-16 00:00:00+00:00,104870,49387,17.519
2017-06-17 00:00:00+00:00,92916,49387.583,19.713
2017-06-18 00:00:00+00:00,115712,49394.25,22.096
2017-06-19 00:00:00+00:00,151594,49397,22.754
2017-06-20 00:00:00+00:00,142811,49397,19.18
2017-06-21 00:00:00+00:00,96732,49397,17.857
2017-06-22 00:00:00+00:00,171441,49397,18.313
2017-06-23 00:00:00+00:00,267935,49397.583,20.632
2017-06-24 00:00:00+00:00,340003,49404.333,22.768
2017-06-25 00:00:00+00:00,190841,49408,25.59
2017-06-26 00:00:00+00:00,298542,49408.583,26.141
2017-06-27 00:00:00+00:00,330624,49415.25,20.672
2017-06-28 00:00:00+00:00,80230,49418,19.148
2017-06-29 00:00:00+00:00,79540,49418,22.549
2017-06-30 00:00:00+00:00,345206,49418,24.837
2017-07-01 00:00:00+00:00,396995,49418.583,21.581
2017-07-02 00:00:00+00:00,386518,49425,18.055
2017-07-03 00:00:00+00:00,282551,49425,16.955
2017-07-04 00:00:00+00:00,304510,49425.333,17.844
2017-07-05 00:00:00+00:00,278918,49429,19.863
2017-07-06 00:00:00+00:00,366462,49429,20.19
2017-07-07 00:00:00+00:00,378087,49429,16.274
2017-07-08 00:00:00+00:00,266305,49429,14.771
2017-07-09 00:00:00+00:00,238587,49429,14.692
2017-07-10 00:00:00+00:00,118626,49429.25,16.509
2017-07-11 00:00:00+00:00,53297,49432,16.816
2017-07-12 00:00:00+00:00,97028,49432,17.729
2017-07-13 00:00:00+00:00,201586,49432,17.075
2017-07-14 00:00:00+00:00,141909,49432.583,16.244
2017-07-15 00:00:00+00:00,210862,49439.917,16.48
2017-07-16 00:00:00+00:00,231153,49450.25,16.915
2017-07-17 00:00:00+00:00,35904,49453.583,18.255
2017-07-18 00:00:00+00:00,76878,49460.833,20.25
2017-07-19 00:00:00+00:00,82800,49470.583,20.345
2017-07-20 00:00:00+00:00,254011,49477,22.392
2017-07-21 00:00:00+00:00,262424,49477.417,20.74
2017-07-22 00:00:00+00:00,166669,49482.333,21.724
2017-07-23 00:00:00+00:00,72210,49486,24.762
2017-07-24 00:00:00+00:00,147222,49486,27.303
2017-07-25 00:00:00+00:00,168464,49487.167,28.241
2017-07-26 00:00:00+00:00,366560,49500.75,27.037
2017-07-27 00:00:00+00:00,419840,49509,22.509
2017-07-28 00:00:00+00:00,215974,49509.667,21.086
2017-07-29 00:00:00+00:00,96878,49519.25,21.186
2017-07-30 00:00:00+00:00,87212,49545,22.558
2017-07-31 00:00:00+00:00,147509,49557.333,19.695
2017-08-01 00:00:00+00:00,58950,49573.25,19.737
2017-08-02 00:00:00+00:00,63762,49588.25,19.766
2017-08-03 00:00:00+00:00,95067,49603.333,18.683
2017-08-04 00:00:00+00:00,54081,49619.25,20.356
2017-08-05 00:00:00+00:00,110075,49634.333,21.396
2017-08-06 00:00:00+00:00,151993,49649.667,20.93
2017-08-07 00:00:00+00:00,201030,49657,18.918
2017-08-08 00:00:00+00:00,319845,49658.25,19.526
2017-08-09 00:00:00+00:00,203195,49672,22.186
2017-08-10 00:00:00+00:00,588611,49672,20.93
2017-08-11 00:00:00+00:00,367728,49672.667,19.795
2017-08-12 00:00:00+00:00,257923,49681.25,17.559
2017-08-13 00:00:00+00:00,256403,49696.083,15.74
2017-08-14 00:00:00+00:00,175848,49708.5,16.262
2017-08-15 00:00:00+00:00,391677,49714.667,16.613
2017-08-16 00:00:00+00:00,211247,49722.5,17.623
2017-08-17 00:00:00+00:00,391408,49729.333,18.441
2017-08-18 00:00:00+00:00,271479,49744.583,19.977
2017-08-19 00:00:00+00:00,289031,49752.167,18.278
2017-08-20 00:00:00+00:00,145164,49765.583,16.531
2017-08-21 00:00:00+00:00,73960,49773.167,16.66
2017-08-22 00:00:00+00:00,147064,49787,18.593
2017-08-23 00:00:00+00:00,96738,49798.583,19.866
2017-08-24 00:00:00+00:00,169462,49805.583,21.565
2017-08-25 00:00:00+00:00,124353,49812,23.402
2017-08-26 00:00:00+00:00,75862,49812.583,24.187
2017-08-27 00:00:00+00:00,98092,49819,24.355
2017-08-28 00:00:00+00:00,93916,49820.833,24.179
2017-08-29 00:00:00+00:00,97589,49842.333,21.934
2017-08-30 00:00:00+00:00,60118,49857.667,21.619
2017-08-31 00:00:00+00:00,162761,49865,23.707
2017-09-01 00:00:00+00:00,248769,49866.25,19.117
2017-09-02 00:00:00+00:00,204608,49880.917,15.659
2017-09-03 00:00:00+00:00,323468,49891.25,16.544
2017-09-04 00:00:00+00:00,303173,49894.583,17.608
2017-09-05 00:00:00+00:00,460176,49902.167,14.733
2017-09-06 00:00:00+00:00,290419,49915.5,13.973
2017-09-07 00:00:00+00:00,95433,49921,13.52
2017-09-08 00:00:00+00:00,35051,49921.667,12.81
2017-09-09 00:00:00+00:00,122711,49929,12.635
2017-09-10 00:00:00+00:00,288610,49929.25,13.891
2017-09-11 00:00:00+00:00,373845,49932.5,14.841
2017-09-12 00:00:00+00:00,299170,49939.25,17.195
2017-09-13 00:00:00+00:00,327123,49953.75,16.957
2017-09-14 00:00:00+00:00,119296,49962.5,15.469
2017-09-15 00:00:00+00:00,419918,49968.917,16.96
2017-09-16 00:00:00+00:00,203371,49979.417,15.531
2017-09-17 00:00:00+00:00,591532,49984.25,13.001
2017-09-18 00:00:00+00:00,438488,49987.583,11.244
2017-09-19 00:00:00+00:00,179983,49994.333,10.482
2017-09-20 00:00:00+00:00,121905,49998,11.477
2017-09-21 00:00:00+00:00,177985,49998,13.972
2017-09-22 00:00:00+00:00,237797,49998.833,16.217
2017-09-23 00:00:00+00:00,167549,50008.917,14.678
2017-09-24 00:00:00+00:00,142932,50020.833,14.526
2017-09-25 00:00:00+00:00,161041,50041.917,14.106
2017-09-26 00:00:00+00:00,281382,50052.583,14.84
2017-09-27 00:00:00+00:00,389037,50059,15.08
2017-09-28 00:00:00+00:00,669426,50059,14.116
2017-09-29 00:00:00+00:00,685120,50059.333,14.909
2017-09-30 00:00:00+00:00,750950,50063.583,13.711
2017-10-01 00:00:00+00:00,411750,50070.333,14.013
2017-10-02 00:00:00+00:00,451203,50074,10.278
2017-10-03 00:00:00+00:00,228382,50074,9.074
2017-10-04 00:00:00+00:00,301057,50074,8.898
2017-10-05 00:00:00+00:00,301039,50074,8.932
2017-10-06 00:00:00+00:00,344586,50074,7.365
2017-10-07 00:00:00+00:00,189204,50074.75,8.049
2017-10-08 00:00:00+00:00,550507,50083.417,11.108
2017-10-09 00:00:00+00:00,556608,50088,10.881
2017-10-10 00:00:00+00:00,672124,50088.583,10.276
2017-10-11 00:00:00+00:00,835982,50095,11.911
2017-10-12 00:00:00+00:00,552394,50095,14.135
2017-10-13 00:00:00+00:00,466535,50095,16.66
2017-10-14 00:00:00+00:00,314110,50095.25,15.93
2017-10-15 00:00:00+00:00,214059,50098.333,14.616
2017-10-16 00:00:00+00:00,428627,50102,11.755
2017-10-17 00:00:00+00:00,306168,50102.25,13.08
2017-10-18 00:00:00+00:00,539807,50105.333,12.447
2017-10-19 00:00:00+00:00,451872,50109,11.568
2017-10-20 00:00:00+00:00,140265,50109.167,12.726
2017-10-21 00:00:00+00:00,179300,50111,12.852
2017-10-22 00:00:00+00:00,164171,50112.5,11.194
2017-10-23 00:00:00+00:00,172337,50129.583,11.706
2017-10-24 00:00:00+00:00,287411,50136.583,12.76
2017-10-25 00:00:00+00:00,537400,50143,12.301
2017-10-26 00:00:00+00:00,717073,50143,12.951
2017-10-27 00:00:00+00:00,581302,50143,10.268
2017-10-28 00:00:00+00:00,273721,50143.167,6.775
2017-10-29 00:00:00+00:00,134576,50147.208,5.367
2017-10-30 00:00:00+00:00,124034,50152.292,3.53
2017-10-31 00:00:00+00:00,190337,50159.125,2.253
2017-11-01 00:00:00+00:00,427675,50162.417,4.757
2017-11-02 00:00:00+00:00,598636,50172,11.187
2017-11-03 00:00:00+00:00,291656,50172.25,10.047
2017-11-04 00:00:00+00:00,262847,50178,9.116
2017-11-05 00:00:00+00:00,212176,50178.292,7.385
2017-11-06 00:00:00+00:00,106742,50185,6.238
2017-11-07 00:00:00+00:00,293410,50185.333,5.919
2017-11-08 00:00:00+00:00,142574,50193,4.796
2017-11-09 00:00:00+00:00,164428,50193,3.731
2017-11-10 00:00:00+00:00,134132,50193,2.201
2017-11-11 00:00:00+00:00,428728,50193.083,1.829
2017-11-12 00:00:00+00:00,520910,50195,3.301
2017-11-13 00:00:00+00:00,350141,50195.458,2.78
2017-11-14 00:00:00+00:00,350944,50206.292,2.714
2017-11-15 00:00:00+00:00,473098,50213,3.2
2017-11-16 00:00:00+00:00,328590,50213.25,3.025
2017-11-17 00:00:00+00:00,301943,50219.458,2.791
2017-11-18 00:00:00+00:00,409401,50230.167,3.455
2017-11-19 00:00:00+00:00,382056,50234.25,3.282
2017-11-20 00:00:00+00:00,36772,50240.292,1.855
2017-11-21 00:00:00+00:00,134954,50247,2.905
2017-11-22 00:00:00+00:00,282624,50247,3.57
2017-11-23 00:00:00+00:00,623391,50247.292,5.225
2017-11-24 00:00:00+00:00,291224,50254,4.978
2017-11-25 00:00:00+00:00,62548,50254.125,4.535
2017-11-26 00:00:00+00:00,235350,50257.083,5.81
2017-11-27 00:00:00+00:00,545480,50259.542,6.902
2017-11-28 00:00:00+00:00,857710,50272.292,7.922
2017-11-29 00:00:00+00:00,618895,50279.25,3.91
2017-11-30 00:00:00+00:00,195076,50285,1.152
2017-12-01 00:00:00+00:00,134296,50285.25,0.198
2017-12-02 00:00:00+00:00,344119,50291.417,0.874
2017-12-03 00:00:00+00:00,275830,50301.083,2.077
2017-12-04 00:00:00+00:00,278977,50303.167,0.673
2017-12-05 00:00:00+00:00,436209,50307.208,-0.832
2017-12-06 00:00:00+00:00,860237,50312.167,1.387
2017-12-07 00:00:00+00:00,841616,50316,5.431
2017-12-08 00:00:00+00:00,918908,50316.125,6.319
2017-12-09 00:00:00+00:00,749939,50319,5.104
2017-12-10 00:00:00+00:00,550224,50319.125,1.433
2017-12-11 00:00:00+00:00,436289,50322.292,0.996
2017-12-12 00:00:00+00:00,403284,50329.25,1.36
2017-12-13 00:00:00+00:00,555000,50335,0.856
2017-12-14 00:00:00+00:00,843230,50335,3.361
2017-12-15 00:00:00+00:00,853649,50335,5.46
2017-12-16 00:00:00+00:00,441369,50335.417,5.238
2017-12-17 00:00:00+00:00,546881,50345.667,7.553
2017-12-18 00:00:00+00:00,407039,50361.375,6.188
2017-12-19 00:00:00+00:00,558192,50371.208,5.734
2017-12-20 00:00:00+00:00,653405,50399.167,6.222
2017-12-21 00:00:00+00:00,429207,50403.25,4.585
2017-12-22 00:00:00+00:00,419774,50409.625,4.509
2017-12-23 00:00:00+00:00,612081,50424,5.284
2017-12-24 00:00:00+00:00,455192,50424,5.067
2017-12-25 00:00:00+00:00,293649,50424,4.728
2017-12-26 00:00:00+00:00,132739,50424.125,2.79
2017-12-27 00:00:00+00:00,146590,50427,1.327
2017-12-28 00:00:00+00:00,159126,50427.292,-1.441
2017-12-29 00:00:00+00:00,349839,50434.75,-1.314
2017-12-30 00:00:00+00:00,639343,50452,0.542
